x0,y0,iters,xf,yf,f
-76.39881957589694,92.3795329099029,63,3.60479050445393e-12,-3.6047904976776665e-12,-3.1148154493098046
81.71613814152141,39.941426762149916,28,-6.513094676487228e-15,-6.513093829454281e-15,-3.1148154493098046
-46.826007708096085,93.83527546954477,37,-2.598259003512137e-12,2.5982589967358735e-12,-3.1148154493098046
55.75018079315893,43.37803783179913,20,-2.9778502051908996e-22,-2.9778502051908996e-22,-3.1148154493098046
-10.12769957124226,-45.551687630968196,17,-1.4095157637903592e-19,-1.4095157637903592e-19,-3.1148154493098046
-80.72180756930014,80.52047930876833,49,1.543984785265821e-14,-1.543984785265821e-14,-3.1148154493098046
-8.844742033277782,-59.527327040953935,15,-1.5535113648235902e-19,-1.5535113648235902e-19,-3.1148154493098046
-38.8086751698695,15.843913788379197,27,5.293955920339377e-23,-5.459392042849983e-23,-3.1148154493098046
-64.64544341215367,71.32285681847509,35,-5.719827145559894e-16,5.719822910395158e-16,-3.1148154493098046
51.70390596704203,43.892591190187346,13,8.271806125530277e-25,8.271806125530277e-25,-3.1148154493098046
-13.581392044979253,25.461768140488644,8,-8.077935669463161e-28,8.077935669463161e-28,-3.1148154493098046
16.819593782547116,29.969320310964008,7,-4121.455866032209,-4121.455866032209,-1.5574077393725598
-83.11113577202218,-16.838519565878073,18,-1.2288161075702311e-16,-1.2288161075702311e-16,-3.1148154493098046
-91.6771652276215,-1.2018361510962166,95,-2.607053062200857e-15,-2.607053062200857e-15,-3.1148154493098046
-34.02775753344294,-71.09516222679062,17,-1.381993816802242e-13,-1.381993816802242e-13,-3.1148154493098046
-79.31940645548967,17.528914435542404,17,1.6155871338926322e-27,-1.6155871338926322e-27,-3.1148154493098046
-65.88140629262278,85.02402367535944,50,-4.147547648207517e-14,4.147547648207517e-14,-3.1148154493098046
16.21222794007899,-30.62603909303259,7,-3871.046997649611,3871.0469976496165,-1.5574077413382466
18.183098296283347,-95.4392257940605,23,0.0,-1.6155871338926322e-27,-3.1148154493098046
91.71184264828906,-3.539312611419959,20,-8.142603277294484e-13,8.142603311175802e-13,-3.1148154493098046
56.547045450057254,-83.45400001551229,38,3.548890815821635e-12,-3.548890815821635e-12,-3.1148154493098046
-2.668333832367935,-1.8586011290958169,6,1.8766544342011058e-18,1.8766544342011058e-18,-3.1148154493098046
87.56529099499656,14.345610475215082,22,-8.292632531180233e-13,-8.292632497298915e-13,-3.1148154493098046
-5.302119788609232,-46.60486738162128,13,-1.888716183370007e-16,1.8887183009523752e-16,-3.1148154493098046
-33.68620053148956,4.134480494307553,10,7.841363768425289e-13,-7.839794080848755e-13,-3.1148154493098046
-12.217707938990657,-95.67758402393392,22,1.2924697071141057e-26,1.2924697071141057e-26,-3.1148154493098046
65.25838483887156,79.23215436795334,42,-1.6167741380716458e-19,-1.6167741380716458e-19,-3.1148154493098046
-71.95018220027785,10.807228707809884,43,-8.271806125530277e-25,4.1359030627651384e-25,-3.1148154493098046
-78.28485177291128,34.448018607962325,23,7.77990766563175e-13,-7.779907631750432e-13,-3.1148154493098046
-43.753243232198336,31.88452693838036,12,1.8307770121954448e-15,-1.8307770121954448e-15,-3.1148154493098046
45.39892285737653,53.72949838353139,18,-1.0663372108595838e-12,-1.066337207471452e-12,-3.1148154493098046
-78.45181080882068,83.20236902752157,56,9.087922370209795e-18,-9.087922370209795e-18,-3.1148154493098046
-53.95720182102384,-92.51748876476404,40,0.0,1.0339757656912846e-25,-3.1148154493098046
10.97049387829668,-25.81554322751225,14,8.933550615572699e-23,-8.933550615572699e-23,-3.1148154493098046
65.95794862648262,61.650294412860376,28,1.8652194894131727e-18,1.865272428972376e-18,-3.1148154493098046
-36.57222143545693,90.57987901394898,30,1.0339757656912846e-25,0.0,-3.1148154493098046
-41.816432371976276,3.0114258463429024,28,-2.3043975175317602e-14,-2.3043975175317602e-14,-3.1148154493098046
-48.80698188647945,87.20871400979266,37,-1.4227506535912076e-22,1.4227506535912076e-22,-3.1148154493098046
-67.07843648359636,-91.0178761215342,55,6.462348535570529e-27,6.462348535570529e-27,-3.1148154493098046
-12.980587999392412,98.4751128111674,31,-2.9122292075143934e-14,2.9122292075143934e-14,-3.1148154493098046
78.3354532509828,49.72160389138983,33,2.5649216434044282e-20,2.566245132384513e-20,-3.1148154493098046
78.15849817570498,78.68932793957265,47,0.0,0.0,-3.1148154493098046
3.771672077289807,-36.8141896338414,14,-1.4558378780933287e-22,1.4558378780933287e-22,-3.1148154493098046
54.4024864221976,32.33225263355223,14,0.0,0.0,-3.1148154493098046
-25.268454225257983,-81.10666638769695,26,-1.21821506671887e-15,-1.21821506671887e-15,-3.1148154493098046
49.35792226980519,-47.50789681542707,21,2.5849394142282115e-26,0.0,-3.1148154493098046
87.36263010675586,-51.80588499886305,36,-4.1359030627651384e-25,4.1359030627651384e-25,-3.1148154493098046
-75.44841351770279,66.22253442498123,39,0.0,0.0,-3.1148154493098046
-69.34313667510119,-64.14633836845218,31,-2.5849394142282115e-26,-2.5849394142282115e-26,-3.1148154493098046
19.876558304168697,74.91240816749288,19,4.0084733085978333e-16,4.0084733085978333e-16,-3.1148154493098046
-60.71306685708535,-37.93526541998104,21,-3.308722450212111e-24,-2.481541837659083e-24,-3.1148154493098046
